"x","y","Coastal_Aerosol","Blue","Green","Red","Near_Infrared","Shortwave_Infrared_1","Shortwave_Infrared_2","image_year","agriculture","Cropland_and_Pasture","Orchards_Groves_Vineyards","Confined_Feeding","Other_Ag_Land","Herbaceous_Rangeland","Shrub_Brush_Rangeland","Mixed_Rangeland","ndvi","ndwi","evi","sr","ag_type"
-158.003552429677,21.4102219028836,0.875526905059814,0.901426911354065,1.0339423418045,1.02046918869019,2.01692318916321,1.57984614372253,1.21519994735718,2023,"Yes",1,0,0,0,0,0,0,0.328062323372668,-0.322197369035441,1.04711929206901,1.9764665229648,"Cropland_Pasture"
-157.72058311518,21.3406024683644,0.838866651058197,0.874166667461395,1.0205500125885,0.965499997138977,2.21431660652161,1.46944999694824,1.12886667251587,2017,"Yes",0,1,0,0,0,0,0,0.392732275171154,-0.369031164030345,1.27374814891083,2.29344030355587,"Orchards_Vineyards"
-157.754269938334,21.3181445862614,0.764649987220764,0.781650006771088,0.889050006866455,0.819100022315979,1.92744994163513,1.14855003356934,0.912750005722046,2023,"Yes",0,0,0,0,0,1,0,0.403542602124998,-0.368684521127408,1.3996614412261,2.35313135041228,"Shrub_Range"
-157.938424571579,21.6550128178062,0.814271450042725,0.832371413707733,0.960809528827667,0.920652389526367,1.95403337478638,1.47221899032593,1.11595237255096,2016,"Yes",1,0,0,0,0,0,0,0.359476154955345,-0.340746955771523,1.15582330811253,2.12244425476551,"Cropland_Pasture"
-158.066434499566,21.585393383287,0.825962960720062,0.870996296405792,1.05696666240692,1.02785181999207,1.89778518676758,1.53341484069824,1.15187406539917,2023,"Yes",1,0,0,0,0,0,0,0.297348360294028,-0.28456485257656,0.858795176809564,1.84636068142801,"Cropland_Pasture"
-158.048468193883,21.3114072216305,0.843047797679901,0.869026064872742,0.962360858917236,0.952073931694031,1.50916087627411,1.43999135494232,1.15722608566284,2016,"Yes",0,0,0,0,0,1,0,0.226344492925476,-0.221240221994058,0.817366055279476,1.58512992114893,"Shrub_Range"
-158.068680287776,21.4843329138235,0.817121744155884,0.834934771060944,0.94615650177002,0.897008717060089,2.10526967048645,1.34693479537964,1.03279995918274,2020,"Yes",1,0,0,0,0,0,0,0.402448006966386,-0.379859483167272,1.35740672913048,2.34698908767173,"Cropland_Pasture"
-158.10012132272,21.495561854875,0.836811780929565,0.871276497840881,1.02658236026764,0.994111776351929,1.90861761569977,1.48898828029633,1.16043531894684,2019,"Yes",0,0,0,0,0,0,1,0.315050325342747,-0.300502610607109,0.977573175033569,1.91992254905558,"Mixed_Range"
-158.030501888201,21.601113900759,0.802314281463623,0.829264283180237,0.981678545475006,0.905028581619263,2.29543566703796,1.37902855873108,1.0433714389801,2016,"Yes",1,0,0,0,0,0,0,0.434439186753,-0.400888414735944,1.38700889537102,2.53631290067216,"Cropland_Pasture"
-157.769990455806,21.405730326463,0.829209983348846,0.839160025119781,0.94335001707077,0.873179972171783,2.25760006904602,1.4111100435257,1.03542995452881,2018,"Yes",0,0,0,0,0,1,0,0.442196538449801,-0.410581238887615,1.57107676511764,2.5854922707754,"Shrub_Range"
-157.866559348849,21.5045450077162,0.789009094238281,0.805899977684021,0.939709067344666,0.853590905666351,2.50416374206543,1.26435458660126,0.964390933513641,2019,"Yes",0,0,0,0,0,0,1,0.49157041224381,-0.454271908778403,1.59848811932458,2.9336813752843,"Mixed_Range"
-158.003552429677,21.4304339967763,0.887033343315125,0.919761121273041,1.04401671886444,1.07441115379333,1.74711668491364,1.45784449577332,1.1940221786499,2018,"Yes",1,0,0,0,0,0,0,0.238418888480148,-0.251904823000392,0.732674914834814,1.62611555059276,"Cropland_Pasture"
-157.778973608648,21.2979324923687,0.784833312034607,0.8028444647789,0.908477783203125,0.852222204208374,1.75890004634857,1.21457779407501,0.961477756500244,2023,"Yes",0,0,0,0,0,1,0,0.347236841150124,-0.318823322936734,1.22464469594358,2.06389840309595,"Shrub_Range"
-158.039485041042,21.5292486780295,0.842577278614044,0.875109076499939,0.994631826877594,1.03493630886078,1.65732276439667,1.42674088478088,1.18359541893005,2020,"Yes",1,0,0,0,0,0,0,0.231176286754174,-0.249887739292192,0.67544318101049,1.60137657767654,"Cropland_Pasture"
-158.034993464622,21.5584439247634,0.843417406082153,0.873230457305908,1.00068700313568,1.01253044605255,1.77077829837799,1.58923482894897,1.24314343929291,2022,"Yes",1,0,0,0,0,0,0,0.272426784790839,-0.277864310558647,0.825354974406468,1.74886424924954,"Cropland_Pasture"
